&METADATA_NAMELIST
startdate = "200704010000"
enddate = "201012310000"
loop_for_a_while = 0
output_dir = ""
Latitude = 33.02
Longitude = 91.96
Forcing_Timestep = 86400
Noahlsm_Timestep = 86400
Sea_ice_point = .FALSE.
Soil_layer_thickness = 0.045 0.046 0.075 0.123 0.204 0.336 0.371 0.3 0.5 0.5 0.7 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 2.0
Soil_Temperature = 273.4 271.6 271.2 270.8 270.2 269.4 268.7 268.4 267.5 268.5 270.5 271.0 271.4 271.6 271.7 271.8 271.8 271.9 271.8 271.9
Soil_Moisture = 0.104 0.22 0.247 0.222 0.276 0.247 0.238 0.223 0.205 0.169 0.337 0.337 0.337 0.094 0.109 0.121 0.131 0.15 0.164 0.173
Soil_Liquid = 0.104 0.099 0.104 0.084 0.052 0.03 0.003 0.01 0.031 0.057 0.035 0.039 0.042 0.016 0.017 0.018 0.019 0.021 0.023 0.024
Soil_htype = 7 7 7 7 9 7 7 7 7 7 12 12 12 13 13 13 13 13 13 13
Skin_Temperature = 271.241
Canopy_water = 0
Snow_depth = 0
Snow_equivalent = 0
Deep_Soil_Temperature = 272.43
Landuse_dataset = "USGS"
Soil_type_index = 3
Vegetation_type_index = 9
Urban_veg_category = 1
glacial_veg_category = 24
Slope_type_index = 3
Max_snow_albedo = 0.75
Air_temperature_level = 2.0
Wind_level = 10.0
Green_Vegetation_Min = 0.01
Green_Vegetation_Max = 0.96
Usemonalb = .FALSE.
Rdlai2d = .FALSE.
sfcdif_option = 1
iz0tlnd = 0
Albedo_monthly = 0.18 0.17 0.16 0.15 0.15 0.15 0.15 0.16 0.16 0.17 0.17 0.18
Shdfac_monthly = 0.01 0.02 0.07 0.17 0.27 0.58 0.93 0.96 0.65 0.24 0.11 0.02
lai_monthly = 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0
Z0brd_monthly = 0.02 0.02 0.025 0.03 0.035 0.036 0.035 0.03 0.027 0.025 0.02 0.02
/
------------------------------------------------------------------------------------------------------------------------------------------------------------
 UTC date/time        windspeed       wind dir         temperature      humidity        pressure           shortwave      longwave          precipitation
yyyy mm dd hh mi       m s{-1}        degrees               K               %             hPa               W m{-2}        W m{-2}          kg m{-2} s{-1}
------------------------------------------------------------------------------------------------------------------------------------------------------------
<Forcing>  This tag ("<Forcing>", not case sensitive) begins the section of forcing data.  The times have been converted from CST to UTC
2008 07 31 00 00     3.1274972987   249.0000000000   275.0462438541    80.6439196523   552.5600000000   137.3437500000   290.1562500000 0.0001014760026171
2008 08 01 00 00     1.9917472447   249.0000000000   276.5049938215    65.6443570620   553.6000000000   232.9687500000   270.9375000000 0.0000173614211639
2008 08 02 00 00     1.7819972348   249.0000000000   274.1224938748    72.4793367463   553.6000000000   289.2812500000   245.8437500000 0.0000179690600392
2008 08 03 00 00     2.5879972731   249.0000000000   275.2412438497    63.2999585379   553.6000000000   247.0625000000   259.9062500000 0.0000008683659770
2008 08 04 00 00     1.7474972331   249.0000000000   276.7237438166    57.6159238879   553.6000000000   342.8125000000   239.6250000000 0.0000059030880867
2008 08 05 00 00     3.5959973209   249.0000000000   275.4799938444    74.8505053271   553.6000000000   315.3125000000   245.0000000000 0.0000962676694003
2008 08 06 00 00     2.3879972636   249.0000000000   278.5712437753    65.0940044850   553.6000000000   340.3750000000   249.5937500000 0.0001119794746046
2008 08 07 00 00     3.4952473162   249.0000000000   275.2824938488    64.7532094047   553.6000000000   269.4687500000   253.5625000000 0.0000355905874231
2008 08 08 00 00     1.4779972203   249.0000000000   276.1174938302    43.8020798112   553.6000000000   344.8437500000   232.0937500000 0.0000446183649992
2008 08 09 00 00     2.7029972785   249.0000000000   277.2724938044    39.5462239953   553.6000000000   360.0000000000   230.8750000000 0.0000054690603186
2008 08 10 00 00     3.4112473122   249.0000000000   278.2049937835    55.0615597799   553.6000000000   283.5937500000   260.8125000000 0.0000151912823236
2008 08 11 00 00     1.2244972083   249.0000000000   278.1487437847    42.3203227802   553.6000000000   312.5000000000   248.5937500000 0.0000097225324458
2008 08 12 00 00     2.7267472796   249.0000000000   279.1662437620    58.1164293432   553.6000000000   332.7500000000   252.4062500000 0.0000294273931165
2008 08 13 00 00     1.0787472014   249.0000000000   278.4924937771    77.7607286924   553.6000000000   267.5312500000   271.0312500000 0.0001654516956316
2008 08 14 00 00     2.3584972622   249.0000000000   277.6262437964    81.1891858140   553.6000000000   197.8750000000   285.6875000000 0.0000586808646848
2008 08 15 00 00     1.2612472100   249.0000000000   278.1249937853    66.0653504522   553.6000000000   288.0312500000   260.3437500000 0.0000598961424354
2008 08 16 00 00     2.5224972700   249.0000000000   278.4112437789    73.3001871985   553.6000000000   238.9687500000   276.3125000000 0.0000615454479541
2008 08 17 00 00     1.6999972309   249.0000000000   278.3962437792    76.5327822463   553.6000000000   268.0937500000   268.3125000000 0.0001462676682826
2008 08 18 00 00     2.7729972819   249.0000000000   279.9312437449    71.9459022633   553.6000000000   248.4687500000   280.7500000000 0.0000592016980065
2008 08 19 00 00     2.9732472914   249.0000000000   278.9924937659    79.6411562457   553.6000000000   152.7500000000   303.1250000000 0.0000468753093931
2008 08 20 00 00     2.5317472704   249.0000000000   277.1512438071    78.9054600902   553.6000000000   178.7500000000   286.2812500000 0.0001325523908114
2008 08 21 00 00     1.5314972229   249.0000000000   278.8737437686    70.3023170704   553.6000000000   265.5937500000   268.8125000000 0.0000513023926275
2008 08 22 00 00     1.6089972266   249.0000000000   278.4599937778    77.4824765354   553.6000000000   212.7500000000   282.9062500000 0.0000598961424354
2008 08 23 00 00     1.5292472228   249.0000000000   277.9337437896    79.6907939963   553.6000000000   241.2500000000   272.9062500000 0.0001032121136895
2008 08 24 00 00     1.3184972128   249.0000000000   279.5549937533    68.5499639450   553.6000000000   293.5000000000   262.1875000000 0.0000184898933609
2008 08 25 00 00     2.2297472561   249.0000000000   276.3512438249    82.8330488327   553.6000000000   109.0312500000   300.9062500000 0.0000757815587470
2008 08 26 00 00     2.4524972667   249.0000000000   278.8249937696    69.2228664188   553.6000000000   247.8125000000   271.6250000000 0.0000269968376152
2008 08 27 00 00     1.5957472259   249.0000000000   279.0449937647    70.9297910679   553.6000000000   288.1250000000   260.0937500000 0.0000625871145975
2008 08 28 00 00     4.1494973472   249.0000000000   274.8737438579    77.1717666767   553.6000000000   190.5937500000   270.5625000000 0.0000903648917544
2008 08 29 00 00     4.3859973585   249.0000000000   270.7712439496    73.0417235511   553.6000000000   196.1562500000   249.5625000000 0.0000259551709719
2008 08 30 00 00     3.0399972946   249.0000000000   273.2724938937    65.3236323635   553.6000000000   314.8125000000   224.8750000000 0.0000441843372311
2008 08 31 00 00     2.6447472758   249.0000000000   273.3549938919    82.2595487927   553.6000000000   205.9375000000   258.8750000000 0.0001586808624496
2008 09 01 00 00     3.0762472963   249.0000000000   274.1299938746    75.3909586485   553.4000000000   215.3437500000   258.3437500000 0.0000515628092884
2008 09 02 00 00     2.6974972783   249.0000000000   273.5474938876    66.9720976039   553.4000000000   305.7187500000   227.6875000000 0.0000387155873533
2008 09 03 00 00     2.2204972556   249.0000000000   273.3049938930    48.9998788069   553.4000000000   321.3125000000   217.8750000000 0.0000066843380693
2008 09 04 00 00     1.7757472345   249.0000000000   274.5074938661    56.3309097798   553.4000000000   317.6875000000   225.2187500000 0.0000172746156103
2008 09 05 00 00     2.5704972723   249.0000000000   273.4062438908    78.5751422084   553.4000000000   180.3750000000   264.8437500000 0.0000199655877724
2008 09 06 00 00     1.9304972418   249.0000000000   274.0649938760    78.8604389362   553.4000000000   264.6562500000   242.6875000000 0.0000103301713211
2008 09 07 00 00     1.9539972430   249.0000000000   273.2187438949    81.0888631649   553.4000000000   241.4062500000   245.1562500000 0.0000232641988098
2008 09 08 00 00     3.4902473159   249.0000000000   272.7437439056    86.7850593363   553.4000000000   241.0937500000   243.6875000000 0.0000444447538919
2008 09 09 00 00     2.9264972891   249.0000000000   274.6787438623    73.1807160147   553.4000000000   289.8750000000   234.6875000000 0.0000511287815203
2008 09 10 00 00     1.6879972303   249.0000000000   274.2899938710    81.1463512036   553.4000000000   224.8125000000   253.5937500000 0.0000565107258444
2008 09 11 00 00     1.9609972433   249.0000000000   274.8412438587    76.9135836306   553.4000000000   194.8750000000   265.3437500000 0.0000232641988098
2008 09 12 00 00     2.0714972485   249.0000000000   273.9287438791    77.4857860443   553.4000000000   217.2500000000   253.6562500000 0.0000271704487224
2008 09 13 00 00     2.2132472553   249.0000000000   275.8774938355    60.1757709038   553.4000000000   290.1250000000   235.5625000000 0.0000174482267176
2008 09 14 00 00     2.2429972567   249.0000000000   274.3999938685    81.6400448185   553.4000000000   167.4375000000   270.8125000000 0.0000520836426101
2008 09 15 00 00     1.6387472280   249.0000000000   271.7087439287    88.0694659284   553.4000000000   183.2187500000   253.7500000000 0.0000828128085898
2008 09 16 00 00     1.3454972140   249.0000000000   273.2162438950    82.1111924742   553.4000000000   244.5312500000   240.7812500000 0.0000093753102313
2008 09 17 00 00     1.8947472402   249.0000000000   274.5224938658    64.7228992337   553.4000000000   277.1875000000   232.2500000000 0.0000014760048523
2008 09 18 00 00     1.9449972425   249.0000000000   274.6174938637    73.2877545784   553.4000000000   254.3750000000   240.9375000000 0.0000651044756523
2008 09 19 00 00     2.6319972752   249.0000000000   276.1387438297    75.9180764171   553.4000000000   246.6250000000   250.8750000000 0.0000810766975176
2008 09 20 00 00     3.0914972970   249.0000000000   278.4774937774    62.9130607270   553.4000000000   276.3750000000   248.2187500000 0.0000230037821489
2008 09 21 00 00     2.5772472726   249.0000000000   278.8649937687    60.5437928941   553.4000000000   265.3750000000   252.5625000000 0.0000035593381391
2008 09 22 00 00     3.0277472940   249.0000000000   274.4824938667    82.0141277144   553.4000000000   223.1562500000   250.4687500000 0.0000197919766652
2008 09 23 00 00     2.5724972723   249.0000000000   275.6737438401    77.6545201853   553.4000000000   204.9375000000   260.2812500000 0.0000589412813457
2008 09 24 00 00     2.5944972734   249.0000000000   276.8562438136    74.9614408639   553.4000000000   191.0937500000   269.7812500000 0.0000148440601091
2008 09 25 00 00     1.7309972324   249.0000000000   275.0712438535    78.0209767813   553.4000000000   226.0937500000   249.7500000000 0.0000938371138990
2008 09 26 00 00     1.2272472084   249.0000000000   273.7912438822    83.0904046548   553.4000000000   198.5937500000   253.1250000000 0.0001417537794947
2008 09 27 00 00     1.3929972163   249.0000000000   273.1937438955    75.6414327051   553.4000000000   187.4062500000   252.8750000000 0.0000631947534728
2008 09 28 00 00     1.2109972077   249.0000000000   273.7237438837    77.5132221534   553.4000000000   201.5625000000   251.1250000000 0.0000062503103012
2008 09 29 00 00     1.5307472229   249.0000000000   274.1424938743    77.3420044272   553.4000000000   255.2812500000   233.5000000000 0.0000352433652087
2008 09 30 00 00     1.8414972376   249.0000000000   273.4574938896    78.3460039162   553.4000000000   138.6562500000   270.0312500000 0.0000141496156802
2008 10 01 00 00     1.5084972218   249.0000000000   272.5099939108    83.4960612942   551.7800000000   213.9375000000   240.0625000000 0.0000184030878073
2008 10 02 00 00     2.7599972812   249.0000000000   272.4749939116    66.1473405720   551.7800000000   178.0937500000   250.0312500000 0.0000150176712163
2008 10 03 00 00     2.6789972774   249.0000000000   271.2837439382    46.1740921215   551.7800000000   263.7187500000   210.8750000000 0.0000004343382090
2008 10 04 00 00     1.4044972168   249.0000000000   270.0549939657    49.4254333204   551.7800000000   253.1562500000   210.6250000000 0.0000000003104409
2008 10 05 00 00     2.7559972810   249.0000000000   271.0087439443    51.7313999015   551.7800000000   256.7187500000   211.8125000000 0.0000000003104409
2008 10 06 00 00     3.4747473152   249.0000000000   272.9862439001    61.6121737387   551.7800000000    76.6875000000   283.8437500000 0.0000394968373358
2008 10 07 00 00     2.9434972900   249.0000000000   270.1049939646    66.2096590414   551.7800000000   220.4687500000   221.4062500000 0.0000263891987399
2008 10 08 00 00     2.0754972487   249.0000000000   269.4049939802    75.9892401411   551.7800000000   190.9062500000   230.2812500000 0.0000158857267525
2008 10 09 00 00     2.3442472615   249.0000000000   270.8349939482    55.5638223886   551.7800000000   221.1875000000   222.1562500000 0.0000113718379645
2008 10 10 00 00     2.8549972858   249.0000000000   269.2862439829    63.4896949150   551.7800000000   169.9687500000   235.9375000000 0.0000118926712862
2008 10 11 00 00     2.8219972842   249.0000000000   269.1524939858    52.3323683625   551.7800000000   234.5000000000   209.0000000000 0.0000007815604234
2008 10 12 00 00     2.2532472572   249.0000000000   269.0049939891    42.2666224217   551.7800000000   242.2812500000   203.4687500000 0.0000003475326554
2008 10 13 00 00     3.0719972961   249.0000000000   269.4887439783    61.6916548867   551.7800000000   223.0625000000   216.3437500000 0.0000717885032807
2008 10 14 00 00     2.3209972604   249.0000000000   267.1974940295    69.2270939169   551.7800000000   199.6250000000   214.9687500000 0.0000117190601789
2008 10 15 00 00     3.2484973044   249.0000000000   265.8737440591    84.7803088777   551.7800000000   167.5312500000   222.5937500000 0.0000104169768747
2008 10 16 00 00     1.9309972419   249.0000000000   266.0124940560    83.8591124820   551.7800000000   156.8750000000   226.2812500000 0.0000013891992987
2008 10 17 00 00     2.6124972742   249.0000000000   266.9362440354    75.8165552213   551.7800000000   206.2812500000   209.7812500000 0.0000015628104060
2008 10 18 00 00     3.2657473053   249.0000000000   267.3912440252    68.3050673059   551.7800000000   228.4375000000   201.3125000000 0.0000081600324807
2008 10 19 00 00     2.4329972657   249.0000000000   264.2574940953    83.1530096836   551.7800000000   164.9375000000   215.1875000000 0.0000099829491066
2008 10 20 00 00     1.8509972381   249.0000000000   266.7399940398    70.4863028361   551.7800000000   188.0000000000   214.4687500000 0.0000000003104409
2008 10 21 00 00     4.6307473701   249.0000000000   264.6637440862    44.7935784551   551.7800000000   220.9687500000   190.2187500000 0.0000019968381740
2008 10 22 00 00     2.7249972796   249.0000000000   263.3037441166    62.5694446549   551.7800000000   229.8125000000   183.5000000000 0.0000135419768049
2008 10 23 00 00     1.6267472274   249.0000000000   263.3562441154    83.3545687820   551.7800000000   157.0000000000   212.2187500000 0.0000245662821140
2008 10 24 00 00     3.1054972977   249.0000000000   263.4787441127    60.7041020527   551.7800000000   197.2187500000   194.3437500000 0.0000041669770144
2008 10 25 00 00     2.5224972700   249.0000000000   263.4637441130    54.1668846265   551.7800000000   221.9687500000   184.0000000000 0.0000000003104409
2008 10 26 00 00     3.5012473165   249.0000000000   265.8687440592    69.7294471721   551.7800000000   200.5000000000   201.9375000000 0.0000025176714957
2008 10 27 00 00     2.0374972469   249.0000000000   264.4062440919    91.7265540709   551.7800000000    54.0625000000   255.7812500000 0.0000325523930466
2008 10 28 00 00     2.5432472709   249.0000000000   259.3349942053    80.5398735359   551.7800000000   203.0625000000   177.7187500000 0.0000011287826379
2008 10 29 00 00     3.9427473374   249.0000000000   257.7662442403    80.1458084087   551.7800000000   191.5000000000   176.5625000000 0.0000006947548698
2008 10 30 00 00     2.9012472879   249.0000000000   259.8712441933    85.1146450147   551.7800000000   154.7500000000   198.1875000000 0.0000134551712512
2008 10 31 00 00     1.2114972077   249.0000000000   258.6912442197    87.2522803452   551.7800000000   129.6250000000   203.0000000000 0.0000013891992987
2008 11 01 00 00     1.6164972269   249.0000000000   259.8912441928    82.8651443976   549.1200000000   153.7812500000   197.0625000000 0.0000037329492463
2008 11 02 00 00     2.9924972923   249.0000000000   257.7687442403    79.6339616507   549.1200000000   174.6875000000   180.3750000000 0.0000015628104060
2008 11 03 00 00     3.4612473146   249.0000000000   260.3424941827    75.5655442599   549.1200000000   193.0000000000   180.4687500000 0.0000000003104409
2008 11 04 00 00     1.8014972357   249.0000000000   262.6874941303    49.2872057973   549.1200000000   179.5312500000   189.5937500000 0.0000025176714957
2008 11 05 00 00     3.5614973193   249.0000000000   257.1337442545    81.7589689142   549.1200000000   171.4375000000   178.4062500000 0.0000005211437626
2008 11 06 00 00     1.8679972389   249.0000000000   256.8737442603    70.1043936496   549.1200000000   193.5000000000   167.4062500000 0.0000000003104409
2008 11 07 00 00     2.2384972565   249.0000000000   261.2062441634    78.3240053367   549.1200000000   191.0625000000   182.4375000000 0.0000000003104409
2008 11 08 00 00     2.9912472922   249.0000000000   263.5312441115    61.1083632260   549.1200000000   194.0937500000   186.3750000000 0.0000000871159945
2008 11 09 00 00     2.3884972636   249.0000000000   263.0649941219    66.3739978312   549.1200000000   191.6250000000   185.5000000000 0.0000000003104409
2008 11 10 00 00     1.4717472200   249.0000000000   262.2949941391    78.1860910592   549.1200000000   187.4062500000   185.0000000000 0.0000000003104409
2008 11 11 00 00     1.1919972068   249.0000000000   262.5287441339    69.6721139355   549.1200000000   185.3125000000   185.4062500000 0.0000000003104409
2008 11 12 00 00     2.2514972571   249.0000000000   263.1249941206    75.9762455810   549.1200000000   176.7500000000   191.3125000000 0.0000000871159945
2008 11 13 00 00     3.9197473363   249.0000000000   263.3562441154    59.8089721332   549.1200000000   110.8437500000   218.0625000000 0.0000000003104409
2008 11 14 00 00     3.4619973146   249.0000000000   260.9099941701    63.9921072453   549.1200000000   111.0000000000   208.0937500000 0.0000000003104409
